|Chercheurs _Inserm_ETP|Chercheurs _Inserm_PP|Cherceurs_CNRS_ETP|Cherceurs_CNRS_ETP|Chercheurs_autres_ETP|Chercheurs_autres_PP|Post-Doctorants_ETP|Post-Doctorants_PP|Doctorants_ETP|Doctorants_PP|CDI_Chercheurs_ETP|CDI_Chercheurs_PP|CDD_Chercheurs_ETP|CDD_Chercheurs_PP|Ens-Chercheurs_ETP|Ens-Chercheurs_PP|PU-PH_ETP|PU-PH_PP|Hosp-Autres_ETP|Hosp-Autres_PP|IR_Inserm_ETP|IR_Inserm_PP|IR_non_Inserm_ETP|IR_non_Inserm_PP|IngT _ETP|IngT _PP|CDD_IR_ETP|CDD_IR_PP|CDD_Autres_ETP|CDD_Autres_PP|Admin_ETP|Admin_PP|etp_total
U1097-1|2|2|1|1|||0|0|1|1|0|0|0|0|||1,4|3|0|0|1|1|||0,8|1|0|0|0|0|||7,2
U1098-1|||||||0|0|8|8|0|0|0|0|4|8|4,4|12|3,2|4|||||8,1|11|0|0|0|0|||27,7
U1098-2|0|1|||||0|0|2|2|0|0|0|0|||4,6|18|0,1|1|||||5,3|7|0|0|0|0|||12
U1099-1|3|3|1|1|||2|2|10|10|0|0|1|1|2,5|5|1,2|2|0|1|0,4|1|||1|1|0|0|1|1|||23,1
U1099-2|1|1|1|1|||0,5|1|5,5|6|0|0|0|0|2,9|6|2,9|12|0|0|0,4|1|1|1|1|1|0|0|0|0|||16,2
U1099-3|||||||0|0|1|1|0|0|0|0|3|6|0,3|1|0|1|0,4|1|||0|0|0|0|0|0|||4,7
U1099-4|||||||1|1|7|7|0|0|0|0|3,5|7|4,55|12|0,5|2|0,4|1|||0|0|0|0|0|0|||16,95
U1099-5|2|2|||||2|2|2|2|0|0|0|0|||1,2|4|0|0|||||0|0|0|0|0|0|||7,2
U1100-1|2|2|||||0|0|2|2|0|0|1|1|1,5|3|0,6|2|0|0|||||5|5|0|0|0|0|1|1|13,1
U1100-2|1|1|1|1|||0|0|0|0|0|0|0|0|3|6|0,3|1|0|1|||1|1|2|2|0|0|0|0|1|1|9,3
U1100-3|1|1|||||0|0|1|1|0|0|0|0|||2,1|7|0|0|||0,5|1|2,8|3|0|0|2|2|1|1|10,4
U1101-1|1|1|||||2,3|4|9|9|0|0|1,3|2|2,1|5|5|14|1,3|2|||2,9|5|0,4|1|0|0|0|0|||25,3
U1101-2|2|2|||||3|3|5|5|0|0|0|0|2,5|5|1,1|3|0|0|1|1|||3|3|0|0|1|1|||18,6
U1103-1|||2|2|||0|0|1|1|0|0|0|0|1|2|0,3|1|0|0|||||1|1|0|0|0|0|||5,3
U1103-10|||||||0|0|2|2|0|0|0|0|0,5|1|3,5|12|0,2|1|1|1|||0|0|0|0|0|0|||7,2
U1103-11|||||||1|1|0|0|0|0|0|0|1,5|3|0|0|0|0|||||3|3|0|0|1|1|||6,5
U1103-12|||2|2|||0|0|2|2|0|0|0|0|1|2|0,35|2|0|0|||||1|1|0,4|1|2|2|||8,75
U1103-13|1|1|||||0|0|1|1|0|0|1|1|1|2|0|0|0|0|||||3|3|0|0|0|0|||7
U1103-2|||2|2|||1|1|3|3|0|0|0|0|||0|0|0|0|||1|1|0|0|0|0|1|1|||8
U1103-3|||1|1|||0|0|0|0|0|0|0|0|2,5|5|0|0|0|0|1|1|||0|0|0|0|0|0|||4,5
U1103-4|||2|2|||1|1|1|1|0|0|0|0|0,5|1|0|0|0,5|1|||1|1|1|1|0|0|0|0|||7
U1103-5|||5|5|||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||6,5
U1103-6|1|1|||||1|1|1|1|0|0|0|0|||0|0|0|0|0,8|1|||1|1|0|0|0|0|||4,8
U1103-7|||||||0|0|2|2|0|0|0|0|2|4|0,3|1|0|0|||1|1|2,8|3|0|0|1|1|||9,1
U1103-8|2|2|||||0|0|2|2|0|0|1|1|0,5|1|0|0|0|0|1|1|||1|1|0|0|0|0|||7,5
U1103-9|||1|1|||0|0|2|2|0|0|0|0|1|2|0|0|0|0|||1|1|0,8|1|0|0|1|1|||6,8
U1104-1|1|1|||||0|0|2|2|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||5
U1104-11|||3|3|||0|0|1|1|0|0|0|0|||0|0|0|0|||||1,8|2|0|0|1|1|||6,8
U1104-12|1|1|0,8|1|||0|0|3|3|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|||6,8
U1104-14|2|2|2|2|||0|0|2|2|0|0|0|0|0,5|1|0|0|0|0|||2|2|0|0|0|0|1|1|||9,5
U1104-15|||4|4|||0|0|3|3|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||9
U1104-16|3|3|1|1|||0|0|2|2|0|0|0|0|||0,3|1|0|0|1|1|||0|0|0|0|2|2|||9,3
U1104-17|1|2|1|1|||0|0|2|2|0|0|0|0|0,5|1|0|0|0|0|||||2|2|1|1|2|2|||9,5
U1104-18|||1|1|||0|0|1|1|0|0|0|0|||0|0|0|0|||||1|1|1|1|1|1|||5
U1104-19|2|2|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|1|1|||3
U1104-2|1|1|1|1|||1|1|2|2|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|2|2|||8,5
U1104-20|1|1|||||0|0|1|1|0|0|0|0|||0|0|0|0|||||0,5|1|1|1|1|1|||4,5
U1104-4|1|1|2,5|3|||1|1|3|3|0|0|0|0|||0|0|0|0|||||0,8|1|0|0|0|0|||8,3
U1104-6|3|3|1|1|||1|1|4|4|0|0|1|1|||0,8|2|0|1|||||1|1|0|0|7|7|||18,8
U1104-9|1|1|3|4|||1|1|2|2|0|0|0|0|||0|0|0|0|||1|1|0|0|0|0|3,5|4|||11,5
U1105-1|||||||0|0|6|6|0|0|0|0|0,5|1|6|15|1|2|||1|1|1|1|0|0|0|0|||15,5
U1106-1|3|3|||||6|6|3|3|0|0|0|0|||1|1|0|1|1|1|||1|1|0|0|1|1|||16
U1106-2|3|3|3|3|||2|2|5|5|0|0|0|0|||3|8|0|0|||1|1|1|1|0|0|0|0|||18
U1106-3|1|1|||||0|0|2|2|0|0|0|0|||1,9|4|0|0|||1|1|1|1|0|0|1|1|||7,9
U1106-4|||2|2|||3|3|4|4|0|0|0|0|1|2|0|0|0|0|1|1|1|1|1|1|0|0|1|1|||14
U1106-5|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1107-1|0,5|1|||||1|1|7|7|0|0|0|0|6,5|13|2,15|8|0,15|1|1|1|3|3|3,25|4|0|0|2|2|||26,55
U1107-2|||||||2|2|3|3|0|0|0|0|2,5|5|1,5|5|0|0|||||4,6|6|0|0|0|0|||13,6
U1107-3|1|1|||||0|0|7|7|0|0|0|0|2|4|4,6|12|0,3|1|||1|1|2|2|0|0|0|0|0,8|1|18,7
U1108-1|||||||4|4|2|2|0|0|0|0|||0|0|1|1|||||1|1|0|0|1|1|||9
U1109-1|4|4|1|1|||1|1|2|2|0|0|0|0|1|2|3,6|9|0|0|||3,8|4|13,9|15|0|0|0|0|1|1|31,3
U1110-1|2|2|||||1|1|0|0|0|0|5|5|||0,8|1|0|0|1|1|1|1|6|6|1|1|0|0|||17,8
U1110-2|||||||0|0|1|1|0|0|3|3|||0|0|0|0|||||0|0|1|1|0|0|||5
U1111-1|||2|2|||1|1|3|3|0|0|1|1|||0|0|0|0|||||2|2|0|0|2|2|||11
U1111-11|2|2|||||0|0|2|2|0|0|2|2|0,5|1|0,8|2|0|0|||||1,8|2|0|0|1|1|||10,1
U1111-12|1,8|2|1,7|2|||0|0|2,5|3|0|0|1|1|||0|0|0|0|||||2|2|0|0|2|2|||11
U1111-13|1|1|||||1|1|1|1|0|0|0|0|||2,6|7|1,2|2|||||2|2|0|0|1|1|||9,8
U1111-14|1|1|||||1|1|4|4|0|0|1|1|0,5|1|3,5|12|2,6|4|||||10,3|11|0|0|1|1|||24,9
U1111-15|||0,8|1|||1|1|3|3|0|0|1|1|2,5|5|0,6|2|1|1|||||2,3|3|0|0|0|0|||12,2
U1111-16|1|1|||||0|0|2|2|0|0|3|3|0,5|1|0|0|0,4|1|||||0,8|1|0|0|1|1|||8,7
U1111-17|3|3|||||0|0|6|6|0|0|1|1|||0,6|2|1|1|0,8|1|||1|1|0|0|3|3|||16,4
U1111-18|1|1|||||0|0|3|3|0|0|0|0|||0|0|0|0|||||0|0|1|1|1|1|||6
U1111-19|||||1|1|0|0|2|2|0|0|0|0|||0|0|3|3|||||5|5|0|0|0|0|||11
U1111-2|1|1|1|1|||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||3
U1111-20|1|1|||||1|1|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||6
U1111-21|||1|1|||0|0|2|2|0|0|0|0|1|2|0,7|3|0|0|||||0|0|0|0|0|0|||4,7
U1111-22|||||||1|1|2|2|0|0|0,2|1|0,75|2|1,1|7|4|7|||||6,5|8|0|0|0|0|1|1|16,55
U1111-23|1|1|1|1|||1|1|7,5|8|0|0|0|0|0,5|1|2,2|6|0,5|1|||||6,6|7|0|0|1|1|||21,3
U1111-24|1|1|||||1|1|1|1|0|0|1|1|0,5|1|0|0|0|0|||1|1|1|1|0|0|0|0|||6,5
U1111-3|1|1|||||0|0|3|3|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|1|1|||7
U1111-4|0,2|1|2|2|||2|2|1|1|0|0|1|1|||0|0|0|1|1|1|||5,6|6|0|0|4|4|||16,8
U1111-5|||||||0|0|1|1|0|0|0|0|1|2|0|0|0|0|1|1|||2|2|0|0|0|0|||5
U1111-6|3|3|1|1|||0|0|2|2|0|0|1|1|0,5|1|0|0|0,5|1|2|2|||1|1|0|0|0|0|||11
U1111-8|1|1|||||1|1|2|2|0|0|2|2|||0|0|0|1|||||1,6|2|0|0|1|1|||8,6
U1111-9|1|1|0,8|1|||0|0|1|1|0|0|1,1|2|||0,9|4|1|1|||||3,5|4|0|0|2|2|||11,3
U1112-1|1|1|||||1|1|6|6|0|0|1|1|||1,4|4|0|0|||1|1|2,5|3|0|0|0|0|||13,9
U1113-1|4,8|5|1|1|||0|0|7|7|0|0|0|0|||1,7|9|1|1|||||4|4|0|0|0|0|||19,5
U1113-2|1|1|1|1|||0|0|5|5|0|0|0|0|0,1|1|1,6|10|2|2|||||6,8|7|0|0|0|0|||17,5
U1114-1|2|2|1|1|||1|1|6|6|0|0|0|0|1,5|3|5,6|10|1|1|||||3,9|5|0|0|0|0|||22
U1116-1|2|2|||||0|0|3|3|0|0|0|0|1|3|2,6|7|0|0|||||0|0|0|0|2|2|||10,6
U1116-2|||||||0|0|0|0|0|0|0|0|0,5|1|4,75|17|0|0|||||1|1|0|0|1|1|||7,25
U1117-1|1|1|||1|1|0|0|2|2|0|0|0|0|||0,8|2|0|0|||||2|2|0|0|2|2|1|1|9,8
U1118-1|2,5|3|||||0|0|4|4|0|0|2|2|1,8|4|0,6|3|0|0|||||4|4|0|0|1|1|||15,9
U1118-2|1|1|||||0|0|1|1|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||2
U1119-1|||1|1|||5|5|1|1|0|0|0|0|1,5|3|2,9|7|2|3|||1|1|5,5|6|0|0|0|0|||19,9
U1120-1|2|2|4|4|1|1|4|4|2|2|1|1|2|2|1,5|2|2,8|9|4|5|2|2|2|2|7,5|8|0|0|0|0|||35,8
U1121-1|1|1|||||0,5|1|6|6|0|0|0|0|2,5|5|2|7|1|3|2|2|||12|12|0|0|1|1|||28
U1122-1|1|1|||||2|2|1|1|0|0|3|3|0,75|2|1,6|3|1,25|2|1|1|||1|1|0|0|0|0|||12,6
U1123-1|||||||0,3|1|3|3|0|0|1,3|2|0,7|2|7,6|23|2,5|8|||||7,25|10|1|1|6|6|0,2|1|29,85
U1124-1|1|1|1|1|||1|1|1|1|0|0|0|0|2|4|1,2|7|0|3|||1|1|2|2|0|0|0|0|||10,2
U1124-10|1|1|3|3|||0|0|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||7
U1124-2|||||||0|0|0|0|0|0|0|0|1|2|1,1|3|0|1|||1|1|1|1|0|0|0|0|||4,1
U1124-3|2|2|||||0|0|0|0|0|0|0|0|||0,1|1|0|0|||||0|0|0|0|0|0|||2,1
U1124-4|||||||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||1,5
U1124-5|1|1|1|1|||0|0|4|4|0|0|0|0|1|2|0|0|0|1|||||2|2|0|0|0|0|||9
U1124-6|||||||0|0|0|0|0|0|0|0|||0,3|1|0|0|||||0|0|0|0|0|0|||0,3
U1124-7|||2|2|||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||2
U1124-8|||||||0|0|3|3|0|0|0|0|2,5|5|0|0|0|0|||||2,5|3|0|0|0|0|||8
U1124-9|1|1|||||0|0|1|1|0|0|0|0|3|6|0|0|0|1|||||2|2|0|0|1|1|||8
U1125-1|||||||0|0|1|1|0|0|0|0|2,6|4|2,05|7|1|1|||||3|3|0|0|0|0|||9,65
U1126-1|2|2|1|1|||0|0|4|4|0|0|1|1|0,5|1|1,2|4|0|1|||||2|2|0|0|0|0|||11,7
U1127-1|3|3|0,8|1|||0|0|1|1|0|0|0|0|||0,85|3|0|0|||||0|0|0|0|0|0|||5,65
U1127-10|||1|1|||0|0|0|0|0|0|1|1|||0,3|1|0|0|||||0|0|0|0|0|0|||2,3
U1127-11|1|1|1|1|||1|1|2|2|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||5
U1127-12|1|1|||||2|2|1|1|0|0|0|0|0,5|1|0,3|1|0|0|||||0|0|0|0|1|1|||5,8
U1127-13|2,7|3|||||0|0|0|0|0|0|0|0|||1,55|6|0|0|1|1|||2|2|0|0|0|0|||7,25
U1127-14|2|2|||||3|3|1|1|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||7,5
U1127-15|||1|1|||1|1|0|0|0|0|4|4|||3,05|8|2|3|||||3,8|4|0|0|0|0|||14,85
U1127-17|1|1|1|1|||0|0|2|2|0|0|0|0|0,5|1|0,5|2|0|0|||||1|1|0|0|0|0|||6
U1127-18|3|3|||||0|0|0|0|0|0|1|1|||0|0|0|1|||||2|2|0|0|0|0|||6
U1127-19|1|1|1,5|2|||1|1|3|3|0|0|0|0|||0,7|3|0|1|||||1|1|0|0|0|0|||8,2
U1127-2|2|2|1|1|||1|1|4|4|0|0|1|1|1|2|2,35|6|1,1|2|1|1|||3|3|0|0|5|5|||22,45
U1127-20|3|3|||||0|0|2|2|0|0|1|1|||0,6|2|0|0|||||0|0|0|0|1|1|||7,6
U1127-21|1|1|2|2|||0|0|3|3|0|0|1|1|||1,05|4|2|2|1|1|||0|0|0|0|1|1|||12,05
U1127-22|2|2|1|1|||0|0|4|4|0|0|0|0|||0,3|1|0|0|||||0|0|0|0|0|0|||7,3
U1127-23|||1|1|||0|0|1|1|0|0|0|0|||0,6|2|0|1|||||0|0|0|0|0|0|||2,6
U1127-24|||1|1|||0|0|1|1|0|0|1|1|0,5|1|0|0|0|1|||||2,2|3|0|0|1|1|||6,7
U1127-25|||2|2|1|1|1,3|2|3|3|0|0|0|0|||3,4|9|1|1|1|1|2|2|1|1|2|2|6|6|||23,7
U1127-26|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1127-27|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1127-28|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1127-3|1|1|3|3|||2|2|0|0|0|0|0|0|0,5|1|1,6|3|1|2|||||2|2|0|0|0|0|||11,1
U1127-4|||1,75|2|||1|1|1|1|0|0|2|2|||1,7|4|1|2|||||1|1|0|0|1|1|||10,45
U1127-5|||1|1|||0|0|0|0|0|0|0|0|0,7|2|2,5|8|1|1|0,8|1|||0|0|0|0|0|0|||6
U1127-7|||1|1|||0|0|1|1|0|0|0|0|||0,2|1|0|0|||||0|0|0|0|0|0|||2,2
U1127-8|1|1|||||2|2|0|0|0|0|2|2|||0,3|1|0|0|||||1|1|0|0|0|0|||6,3
U1127-9|1|1|1|1|||0|0|2|2|0|0|1|1|0,5|1|0,25|1|0|0|||||1|1|0|0|0|0|||6,75
U1128-1|1|1|||||1|1|2|2|0|0|3|3|||0|0|0|0|1|1|||0|0|0|0|2|2|||10
U1129-1|1|1|||||0|0|6,5|7|1|1|0|0|2,1|5|2,9|9|2,55|11|||||1,15|2|0|0|2|2|||19,2
U1130-1|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1130-10|3|3|||||0|0|2|2|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||7
U1130-11|||1|1|||0|0|2|2|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||5
U1130-12|||2|2|||0|0|1|1|0|0|0|0|1|2|0|0|0|0|||||0|0|0|0|0|0|||4
U1130-13|||2|2|||2|2|2|2|0|0|1|1|0,5|1|0|0|0|0|||||1|1|0|0|1|1|||9,5
U1130-14|||1|1|||0|0|0|0|0|0|0|0|1,5|3|0|0|0|0|||||2|2|0|0|0|0|||4,5
U1130-15|1|1|2,9|3|||2|2|3|3|0|0|0|0|||0|0|0|1|||||0|0|0|0|0|0|||8,9
U1130-16|1|1|||||2|2|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||4
U1130-2|||2|2|||0|0|3|3|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||7
U1130-3|2|2|2|2|||0|0|1|1|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||7
U1130-4|1|1|2|2|||1|1|0|0|0|0|0|0|0,5|1|0|0|0|0|||||2|2|0|0|0|0|||6,5
U1130-5|2|2|||||0|0|1|1|0|0|0|0|1,5|2|0|0|0|0|||||1|1|0|0|0|0|||5,5
U1130-6|1|1|2|2|||1|1|3|3|0|0|0|0|0,5|1|0|0|0|0|||||3|3|0|0|0|0|||10,5
U1130-7|2,7|3|||||0|0|2|2|0|0|0|0|2|3|0,3|1|0|0|||1|1|2|2|0|0|0|0|||10
U1130-8|1|1|1|1|||0|0|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||5
U1130-9|||2|2|||0|0|1|1|0|0|0|0|1|2|0|0|0|0|||||0|0|0|0|0|0|||4
U1131-1|3|3|||||0|0|1|1|0|0|4|4|||3,2|11|2|2|||||4,8|6|0|0|6|6|||24
U1132-1|2|2|||||0|0|2|2|0|0|1|1|0,5|1|2,9|7|0|0|||||0|0|0|0|1|1|||9,4
U1132-2|||||||0|0|0|0|0|0|0|0|||0,3|1|0|0|||||0|0|0|0|0|0|||0,3
U1133-1|1|1|2|2|||0|0|3|3|0|0|0|0|2,85|5|0,65|3|0|1|||||2|2|0|0|0|0|||11,5
U1134-1|6|6|2|2|||1|1|8|8|0|0|1|1|2|4|2,7|5|1,5|3|2|2|||9|9|0|0|1|1|||36,2
U1134-2|1|1|||||0|0|5|5|0|0|0|0|2|4|0|0|0|1|||||1|1|0|0|0|0|||9
U1134-3|||1|1|||0|0|1|1|0|0|1|1|||0|0|1|1|0,9|1|||2|2|0|0|0|0|||6,9
U1134-4|||||||1|1|2|2|0|0|0|0|0,5|1|0,5|1|0|0|||||1|1|0|0|1|1|||6
U1135-1|1|1|||||0|0|0|0|0|0|0|0|1|2|2,45|8|0|0|||||2|2|0|0|0|0|||6,45
U1135-10|2,9|3|||||1|1|1|1|0|0|1|1|||0,3|1|0|0|||||1|1|0|0|0|0|||7,2
U1135-11|0,85|1|||||0|0|2|2|0|0|1|1|0,5|1|0|0|0|1|1|1|||1|1|0|0|1|1|||7,35
U1135-12|1|1|||||1|1|0|0|0|0|0|0|0,5|1|0,3|1|0|0|||||5,5|6|0|0|0|0|||8,3
U1135-13|||||||0|0|1|1|0|0|0|0|1|2|3|10|0|0|||||5,8|6|0|0|0|0|||10,8
U1135-14|||1|1|||0|0|1|1|0|0|1|1|||0,7|3|0|0|||||1|1|0|0|0|0|||4,7
U1135-2|2|2|||||1|1|0|0|0|0|1|1|||0|0|0|0|||1|1|0|0|0|0|1|1|||6
U1135-3|||||||0|0|1|1|0|0|0|0|0,5|1|3|8|1|1|0,8|1|||2|2|0|0|1|1|||9,3
U1135-5|1|1|||||0|0|1|1|0|0|0|0|||0,3|1|0,35|1|1|1|||1|1|0|0|1|1|||5,65
U1135-6|2|2|1|1|||0|0|1|1|0|0|1|1|0,5|1|0,3|1|0|0|||||1|1|0|0|0|0|||6,8
U1135-7|1|1|||||1|1|1|1|0|0|1|1|||4,9|8|0|0|1|1|1|1|2|2|0|0|0|0|||12,9
U1135-8|||||||0|0|0|0|0|0|0|0|0,5|1|1,05|4|0|0|||||1|1|0|0|0|0|||2,55
U1135-9|||1|1|||0|0|2|2|0|0|0|0|0,5|1|0|0|0|0|||||0|0|0|0|0|0|||3,5
U1136-1|3|3|||||0|0|7|7|3|3|1|1|||2,95|8|0|0|||||2|2|2,5|3|3,5|4|||24,95
U1136-2|||||||0|0|2|2|3|3|2|2|||1,4|5|1|1|||||3|3|7|7|31|31|||50,4
U1136-3|2|2|||||0,4|1|2|2|2|2|1|1|0,5|1|5,3|10|5,75|10|2|2|||4,8|6|0|0|9|9|||34,75
U1136-4|1|1|||||1|1|4|4|0|0|0|0|||3,1|8|2|2|2|2|1|1|3|3|0|0|1|1|||18,1
U1136-5|1|1|||||1,7|2|3|3|0|0|0|0|2,2|6|5,6|11|0|0|||||2|2|1|1|2|2|||18,5
U1136-6|1|1|||||1|1|0|0|0|0|0|0|||2,05|7|0|0|||||0|0|0|0|0|0|||4,05
U1136-7|5|5|||||5|5|6|6|0|0|0|0|||1,8|3|0,2|2|||||1|1|0|0|2|2|||21
U1136-8|1|1|||||0|0|1|1|0|0|0,1|1|||0|0|0|1|||||1|1|0|0|2|2|||5,1
U1137-1|1|1|||||0|0|2|2|0|0|0|0|0,5|1|1,15|5|0|0|1|1|||0|0|0|0|2|2|||7,65
U1137-2|||||||0|0|1|1|0|0|1|1|||12,5|39|0|2|||1|1|2,5|3|0|0|1|1|||19
U1137-3|||||||1|1|0|0|0|0|0|0|||2,45|10|1|1|||||3,3|5|0|0|0|0|||7,75
U1137-4|2|2|||||0|0|5|5|0|0|0|0|||3,25|12|1,4|2|1|1|||0|0|1|1|0,3|2|||13,95
U1137-5|||||||1|1|3|3|0|0|0|0|0,5|1|3,6|10|2|2|||||0,15|1|1|1|0,1|1|||11,35
U1138-1|2|2|||||1|1|2|2|0|0|0|0|0,5|1|0,9|3|0,3|1|||||2,5|3|0|0|1|1|||10,2
U1138-10|1|1|||||1|1|0|0|0|0|0|0|||0|0|0|1|||||1|1|0|0|1|1|||4
U1138-11|1|1|||||1|1|2|2|0|0|4|4|||0|0|0,25|2|||||1|1|0|0|1|1|||10,25
U1138-12|2|2|1|1|||0|0|3|3|0|0|1|1|||0|0|0|0|0,8|1|||3|3|1|1|0|0|||11,8
U1138-13|5|5|||||3|3|10|10|0|0|2|2|0,5|1|0,3|1|0,5|1|||3|3|5,8|6|0|0|1|1|||31,1
U1138-14|2|2|1|1|||0|0|5|5|1|1|0|0|2,5|5|0|0|1|3|||||4|4|0|0|0|0|||16,5
U1138-15|2|2|||||0|0|3|3|0|0|0|0|0,5|1|2,8|7|0|2|||||4,5|5|0|0|0|0|||12,8
U1138-16|1|1|1|1|||0|0|3|3|0|0|0|0|||3,2|6|0|1|||||6|6|0|0|0|0|||14,2
U1138-17|2|2|||||0|0|2|2|0|0|1|1|||0,65|2|0|0|||||1|1|0|0|2|2|||8,65
U1138-2|3|3|1|1|||0|0|3|3|1|1|1|1|1|2|1,6|5|0|1|||||5,2|6|0|0|2|2|0,8|1|19,6
U1138-3|2|2|1|1|||1|2|4|4|0|0|0|0|1,8|4|2,95|10|1,3|2|1|1|1|1|4|4|0|0|0|0|2|2|22,05
U1138-4|0,8|1|||||1|1|7,3|9|0|0|1|1|0,5|1|2,05|7|2|3|||||2|2|1|1|2,5|3|||20,15
U1138-5|2|2|||||0|0|4|4|0|0|1|1|2|4|0,85|4|0|1|||||5|5|0|0|2|2|||16,85
U1138-6|2|2|4,5|5|||1|1|1|1|0|0|1|1|0,8|2|0,3|1|0|0|||1,8|2|5,8|6|0|0|1|1|||19,2
U1138-7|2|2|1|1|||0|0|3|3|0|0|1|1|||1,5|5|0|0|||||5|5|0|0|0|0|||13,5
U1138-8|1|1|||||0|0|1|1|0|0|1|1|||0,8|2|1|1|||||1|1|0|0|1|1|||6,8
U1138-9|2|2|||||2|2|0|0|0|0|1|1|||0,8|2|1|2|||||3|3|0|0|1|1|||10,8
U1139-1|2|2|||||2|2|5|5|0|0|0|0|2,5|5|2,8|9|0,3|1|||||3|3|0|0|0|0|||17,6
U1140-1|4|4|2|2|||0|0|5|5|0|0|0|0|0,8|2|5|16|3|4|||1|1|4|4|0|0|1|1|||25,8
U1141-1|||4|4|||0|0|0|0|0|0|0|0|||0,65|2|1|1|1|1|||0|0|0|0|0|0|||6,65
U1141-2|2|2|2|2|||0|0|0|0|0|0|1|1|||3,5|12|0,35|1|2|2|||3|3|0|0|0|0|||13,85
U1141-3|2|2|2|2|||1|1|1|1|0|0|0|0|||2,3|3|0|0|1|1|1|1|1|1|0|0|0|0|||11,3
U1142-1|4|4|||||1|1|2|2|0|0|0|0|5,5|11|3,65|12|0|0|||||3,7|5|1|1|1|1|||21,85
U1143-1|2|2|||||2|2|4|4|0|0|0|0|||0|0|0|0|1|1|||0|0|0|0|0|0|||9
U1143-2|3|3|||||9|9|5|5|0|0|0|0|||1|1|0|0|||2|2|1|1|0|0|0|0|||21
U1143-3|||5|5|||1|1|5|5|0|0|0|0|||0|0|0|0|||1|1|1|1|0|0|0|0|||13
U1143-4|||1|1|||6|6|1|1|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||9
U1144-1|||1|1|||0|0|1|1|0|0|0|0|0,4|1|2,7|10|1|1|||||2|2|0|0|0|0|||8,1
U1144-2|||||||0|0|2|2|0|0|0|0|1|2|3|10|0|0|||||2|2|0|0|0|0|||8
U1144-3|||||||1|1|4|4|0|0|0|0|2|4|2|6|1|1|||||5,3|6|0|0|0|0|||15,3
U1145-1|||||||0|0|17|17|0|0|0|0|8,95|19|1,8|6|1,5|3|||||0,75|2|0|0|0|0|||30
U1146-1|||4,5|5|||3|3|6|6|0|0|0|0|1|2|1,25|2|0|0|||2|2|0|0|0|0|0|0|||17,75
U1146-2|||2,8|3|||0|0|5|5|0|0|0|0|0,5|1|1,2|5|0|1|1|1|1,8|2|0,8|1|0|0|0|0|||13,1
U1146-3|2|2|||||0|0|4|4|0|0|0|0|0,5|1|1,2|5|0|0|1|1|1|1|0|0|0|0|0|0|||9,7
U1146-4|3|3|||||0|0|4|4|0|0|0|0|||1,9|7|0,5|3|2,8|3|||3,8|4|0|0|0|0|||16
U1147-1|1,6|2|1|1|||2|2|1|1|0|0|0|0|||3,5|12|0,2|2|1|1|2|2|6|6|0|0|0|0|||18,3
U1148-1|||||||0|0|1|1|0|0|1|1|0,5|1|3,25|9|1,35|4|||0,5|1|2|2|0|0|0|0|||9,6
U1148-2|1|1|1|1|||1|1|2|2|0|0|0|0|0,5|1|3,05|12|0|0|||||0|0|0|0|0|0|||8,55
U1148-3|1|1|1|1|||2|2|12|12|0|0|0|0|6,3|13|1,8|6|2|3|||||5,5|6|0|0|0|0|||31,6
